Date,Open,High,Low,Close,Adj Close,Volume
04-05-2017,158.889999,159.139999,158.360001,159.050003,152.817398,4280600
05-05-2017,153.520004,155.779999,153,155.050003,148.974136,12521300
08-05-2017,152.800003,153.470001,152.199997,153.029999,148.46965,7492000
09-05-2017,152.600006,153.100006,151.559998,152.110001,147.577057,6853000
10-05-2017,151.649994,152.369995,151.130005,151.25,146.742676,4999900
11-05-2017,151.050003,151.149994,149.789993,150.649994,146.160568,5627900
12-05-2017,150.300003,151.259995,150,150.369995,145.888901,3715300
15-05-2017,150.619995,151.830002,150.449997,151.509995,146.994919,4245500
16-05-2017,151.660004,153.990005,151.660004,153.679993,149.100266,5513700
17-05-2017,153.300003,154.139999,150.889999,150.929993,146.43222,5191500
18-05-2017,150.860001,151.330002,150.110001,150.779999,146.286682,3274200
19-05-2017,151.009995,152.460007,150.889999,151.979996,147.450928,5643000
22-05-2017,152.100006,152.839996,151.600006,152.639999,148.091263,3302100
23-05-2017,152.570007,153.679993,151.919998,152.029999,147.499451,2564500
24-05-2017,152.210007,152.759995,151.229996,152.509995,147.965134,3732400
25-05-2017,153.25,153.729996,152.949997,153.199997,148.634567,2582700
26-05-2017,152.850006,153,152.059998,152.490005,147.945755,2443300
30-05-2017,151.949997,152.669998,151.589996,151.729996,147.208374,3666000
31-05-2017,152.029999,152.800003,151.649994,152.630005,148.081573,3543400
01-06-2017,152.800003,152.869995,151.630005,152.669998,148.120361,2918100
02-06-2017,153.070007,153.199997,151.800003,152.050003,147.518845,3585700
05-06-2017,151.820007,152.929993,151.679993,152.410004,147.868134,3975100
06-06-2017,152,152.889999,152,152.369995,147.829315,3797200
07-06-2017,153.050003,154.199997,150.800003,150.979996,146.480728,4865700
08-06-2017,151,152.820007,150.919998,152.100006,147.567368,3709000
09-06-2017,152,154.259995,151.880005,154.100006,149.507767,4361500
12-06-2017,154.190002,157.199997,154.020004,155.179993,150.555573,6471500
13-06-2017,155.440002,155.479996,154.149994,154.25,149.65329,3523500
14-06-2017,153.970001,154.940002,152.940002,153.809998,149.226379,3049100
15-06-2017,153.289993,154.690002,153.289993,154.220001,149.624176,4654300
16-06-2017,154.229996,155.419998,152.970001,155.380005,150.749634,6742000
19-06-2017,155.509995,155.860001,154.539993,154.839996,150.225708,4629500
20-06-2017,154.479996,155.389999,154.25,154.949997,150.332428,4481700
21-06-2017,155.789993,155.789993,153.389999,153.789993,149.206985,3959700
22-06-2017,154.550003,154.990005,153.690002,154.399994,149.798813,2376500
23-06-2017,154.339996,154.679993,153.800003,154.110001,149.517471,3282200
26-06-2017,154.710007,155.75,154.630005,155.229996,150.604065,2153500
27-06-2017,155,155.339996,154.5,154.75,150.138382,2386500
28-06-2017,155.149994,155.550003,154.779999,155.320007,150.691406,2221000
29-06-2017,155.350006,155.740005,153.619995,154.130005,149.536865,3262200
30-06-2017,154.279999,154.5,153.139999,153.830002,149.245819,3571500
03-07-2017,153.580002,156.029999,153.520004,155.580002,150.943649,2822500
05-07-2017,155.770004,155.889999,153.630005,153.669998,149.090561,3564400
06-07-2017,153.360001,153.830002,152.229996,152.360001,147.819611,2757500
07-07-2017,152.619995,153.490005,152.139999,152.940002,148.382324,2460100
10-07-2017,152.910004,153.889999,152.630005,153.419998,148.848038,3206200
11-07-2017,153.259995,153.649994,152.050003,153.190002,148.624878,3447500
12-07-2017,153.479996,154.240005,153.050003,153.699997,149.119675,3097900
13-07-2017,153.699997,154.190002,153.190002,153.630005,149.051773,2476100
14-07-2017,154.009995,154.619995,153.399994,154.240005,149.643585,3256400
17-07-2017,153.589996,153.880005,152.240005,153.009995,148.450226,4762600
18-07-2017,152.360001,154.289993,152,154,149.410721,7566800
19-07-2017,150.020004,150.25,146.710007,147.529999,143.133545,14293600
20-07-2017,147.529999,148.830002,147.029999,147.660004,143.259659,7212200
21-07-2017,147.589996,147.869995,146.509995,147.080002,142.69696,6509500
24-07-2017,147,147.039993,145.800003,145.990005,141.639435,3877600
25-07-2017,146.570007,147.490005,146.029999,146.190002,141.833481,4208900
26-07-2017,146.270004,146.460007,144.470001,145.360001,141.028198,3932400
27-07-2017,145,145.399994,143.639999,145.070007,140.746872,6430800
28-07-2017,144.809998,145.039993,143.839996,144.289993,139.990082,3054800
31-07-2017,144.380005,144.929993,144.169998,144.669998,140.358765,4355700
01-08-2017,145,145.669998,144.720001,145.300003,140.970001,3219500
02-08-2017,145.119995,145.289993,144.220001,144.449997,140.14534,3540900
03-08-2017,144.429993,145.339996,144.429993,144.940002,140.620728,3035400
04-08-2017,145,145.389999,144.399994,145.160004,140.834167,2549400
07-08-2017,145,145.089996,142.75,143.470001,139.194519,4618300
08-08-2017,142,142.759995,142,142.110001,139.331802,3298700
09-08-2017,141.75,142.029999,141.190002,141.770004,138.998444,2925800
10-08-2017,141.639999,142.419998,141.229996,141.839996,139.067078,4525400
11-08-2017,142.449997,142.589996,141.520004,141.839996,139.067078,3004000
14-08-2017,142,142.759995,141.940002,142.320007,139.537689,2222300
15-08-2017,142.550003,143.339996,140.580002,142.070007,139.292587,4681500
16-08-2017,141.789993,142.910004,141.610001,142.5,139.714172,3287800
17-08-2017,142.520004,142.889999,140.699997,140.699997,137.949356,4422100
18-08-2017,140.869995,141.149994,139.580002,139.699997,136.968918,4152700
21-08-2017,139.589996,140.419998,139.130005,140.330002,137.586594,3190700
22-08-2017,140.639999,141.149994,140.380005,141.009995,138.253296,2544400
23-08-2017,140.699997,143.050003,140.679993,142.139999,139.361206,4048300
24-08-2017,142.5,143.679993,142.25,142.940002,140.145569,3592200
25-08-2017,143.300003,144.190002,143.25,143.740005,140.929932,2872900
28-08-2017,144.110001,144.559998,142.389999,142.509995,139.723969,5134500
29-08-2017,142.100006,143.429993,141.899994,143.139999,140.34166,3009500
30-08-2017,143.259995,143.279999,142.410004,142.559998,139.772995,2736000
31-08-2017,143.020004,143.660004,142.630005,143.029999,140.23381,3656400
01-09-2017,142.979996,144.5,142.979996,144.080002,141.26329,3351700
05-09-2017,143.5,144.360001,142.699997,143.039993,140.243622,3097500
06-09-2017,143.880005,144.470001,143.5,143.820007,141.008377,3273300
07-09-2017,144.100006,144.639999,142.410004,142.899994,140.106339,4188200
08-09-2017,143.149994,143.149994,141.639999,142.449997,139.665146,3366200
11-09-2017,143.539993,145.130005,143.009995,144.860001,142.02803,4613400
12-09-2017,145.110001,146.369995,144.509995,145.759995,142.910431,5238100
13-09-2017,145.350006,146.289993,145.339996,145.990005,143.135941,4101000
14-09-2017,145.860001,146.380005,145.509995,145.539993,142.694733,3756900
15-09-2017,144.820007,145.169998,144.080002,144.820007,141.988815,7397200
18-09-2017,144.809998,145.479996,144.270004,144.550003,141.724091,3019500
19-09-2017,144.789993,144.979996,144.220001,144.389999,141.567215,3464400
20-09-2017,144.929993,145.880005,144.419998,145.880005,143.028107,5447500
21-09-2017,145.649994,145.889999,145.100006,145.259995,142.420212,2555600
22-09-2017,145.589996,145.589996,144.589996,145.130005,142.292755,2792300
25-09-2017,145.119995,146.029999,144.910004,145.869995,143.01828,5213100
26-09-2017,146.360001,147.419998,145.940002,146.559998,143.694809,4488600
27-09-2017,146.679993,146.899994,145.029999,145.660004,142.812393,3502700
28-09-2017,145.660004,145.860001,144.210007,145.660004,142.812393,2774800
29-09-2017,145.449997,145.690002,144.919998,145.080002,142.243729,2654700
02-10-2017,145.350006,146.869995,145.210007,146.660004,143.792847,2973200
03-10-2017,146.690002,147.199997,146.339996,146.779999,143.910492,2302700
04-10-2017,147,147.020004,146.110001,146.479996,143.616348,2244400
05-10-2017,146.679993,147.539993,146.479996,146.720001,143.851669,2686500
06-10-2017,146.639999,146.850006,146.320007,146.479996,143.616348,2623200
09-10-2017,146.5,147.789993,146.350006,147.389999,144.508575,2682600
10-10-2017,147.710007,148.949997,147.649994,148.5,145.596863,4032600
11-10-2017,148.399994,148.470001,147.279999,147.619995,144.73407,3702200
12-10-2017,147.559998,147.889999,146.770004,147.029999,144.155609,3264300
13-10-2017,147.479996,147.850006,146.940002,147.100006,144.224243,2506600
16-10-2017,147.220001,147.669998,146.509995,146.830002,143.959518,3052100
17-10-2017,146.630005,147.119995,146.179993,146.539993,143.675186,6372400
18-10-2017,157.119995,161.229996,156.949997,159.529999,156.41124,30490200
19-10-2017,159.800003,160.960007,159.089996,160.899994,157.754456,9914200
20-10-2017,161.070007,162.479996,159.770004,162.070007,158.901581,7868800
23-10-2017,162.050003,162.509995,159.539993,159.550003,156.430862,5779400
24-10-2017,159.649994,159.699997,155.169998,155.880005,152.832596,8194700
25-10-2017,156.009995,156.369995,153.059998,153.5,150.499115,6921100
26-10-2017,154.309998,155.119995,153.539993,153.600006,150.597183,4300500
27-10-2017,154.539993,154.630005,152.910004,153.679993,150.675598,4895200
30-10-2017,153.759995,154.589996,152.710007,154.360001,151.342316,4210400
31-10-2017,154.330002,154.929993,152.929993,154.059998,151.048172,4328300
01-11-2017,154.100006,154.899994,153.830002,154.029999,151.018768,3240200
02-11-2017,154.179993,154.490005,152.910004,153.350006,150.352066,3397600
03-11-2017,153.419998,153.470001,151.490005,151.580002,148.616669,4431800
06-11-2017,151.770004,151.820007,150.279999,150.839996,147.891129,4498400
07-11-2017,151.369995,151.509995,150.5,151.350006,148.391159,3701100
08-11-2017,151.600006,151.789993,150.279999,151.570007,148.606857,4634400
09-11-2017,149.929993,151.800003,149.860001,150.300003,148.83461,4776500
10-11-2017,150.649994,150.889999,149.139999,149.160004,147.705734,4307300
13-11-2017,148.880005,149,147.919998,148.399994,146.953125,5107500
14-11-2017,147.949997,148.970001,147.490005,148.889999,147.438354,3758000
15-11-2017,148,148.710007,146.210007,147.100006,145.665817,4773300
16-11-2017,147.729996,149.649994,147.5,149.119995,147.666107,5446500
17-11-2017,149.339996,150.149994,148.830002,148.970001,147.517578,4916500
20-11-2017,150.639999,151.949997,149.899994,150.509995,149.042557,5676500
21-11-2017,151.300003,152.449997,151.199997,151.949997,150.468521,3756200
22-11-2017,152,152.389999,151.330002,151.770004,150.290283,3213600
24-11-2017,151.949997,152.199997,151.330002,151.839996,150.359589,1193000
27-11-2017,152.059998,152.490005,151.619995,151.979996,150.49823,3374000
28-11-2017,152.350006,152.929993,151.699997,152.470001,150.983459,3973700
29-11-2017,152.809998,153.610001,152.169998,153.550003,152.052933,5098700
30-11-2017,153.649994,154.410004,153.080002,153.970001,152.468826,6500800
01-12-2017,154.399994,155.020004,152.910004,154.759995,153.251114,5567900
04-12-2017,155.960007,156.800003,155.070007,156.460007,154.934555,4664300
05-12-2017,156.449997,156.740005,154.679993,155.350006,153.835373,5068000
06-12-2017,154.100006,156.220001,154.089996,154.100006,152.597565,3410700
07-12-2017,153.589996,154.449997,153.259995,153.570007,152.072739,3771100
08-12-2017,154.979996,155.029999,153.550003,154.809998,153.300629,3520300
11-12-2017,155.460007,155.889999,154.570007,155.410004,153.894791,4102700
12-12-2017,157.300003,157.850006,155.160004,156.740005,155.211823,6321800
13-12-2017,156.600006,156.729996,153.889999,153.910004,152.409424,5661600
14-12-2017,154.600006,155.110001,153.699997,154,152.498535,4637400
15-12-2017,153.610001,153.800003,152.029999,152.5,151.013153,11279900
18-12-2017,153.589996,154.179993,153.210007,153.330002,151.835068,5092800
19-12-2017,154.050003,154.169998,153.089996,153.229996,151.736038,4116400
20-12-2017,153.649994,153.889999,152.779999,152.949997,151.458771,3785700
21-12-2017,153.169998,153.460007,151.490005,151.5,150.022903,4153900
22-12-2017,151.820007,153,151.5,152.5,151.013153,2990600
26-12-2017,152.509995,153.860001,152.5,152.830002,151.339951,2479000
27-12-2017,152.949997,153.179993,152.610001,153.130005,151.637024,2149300
28-12-2017,153.199997,154.119995,153.199997,154.039993,152.538132,2687600
29-12-2017,154.169998,154.720001,153.419998,153.419998,151.924194,3327100
02-01-2018,154.5,154.809998,153.539993,154.25,152.746094,4202500
03-01-2018,157.339996,159.809998,156.330002,158.490005,156.944763,9441600
04-01-2018,159.649994,162.320007,159.369995,161.699997,160.123459,7556200
05-01-2018,162.440002,162.899994,161.100006,162.490005,160.905762,5195800
08-01-2018,162.660004,163.910004,161.699997,163.470001,161.876205,5237500
09-01-2018,163.899994,164.529999,163.059998,163.830002,162.232697,4341800
10-01-2018,162.910004,164.330002,162.5,164.179993,162.579269,4174100
11-01-2018,164.800003,164.940002,163.300003,164.199997,162.599091,3794500
12-01-2018,164.020004,164.740005,163.029999,163.139999,161.549423,5031900
16-01-2018,165.100006,165.289993,163.350006,163.850006,162.252502,7794200
17-01-2018,168.009995,169.130005,167.259995,168.649994,167.005692,11710000
18-01-2018,170,171.130005,168.149994,169.119995,167.471115,14259300
19-01-2018,164.460007,165.399994,161.300003,162.369995,160.786926,21172500
22-01-2018,161.509995,163.979996,161.110001,162.600006,161.014694,8480800
23-01-2018,162.820007,166.259995,162.509995,166.25,164.629105,7466200
24-01-2018,166.75,168.720001,164.820007,165.369995,163.757675,5645000
25-01-2018,165.910004,166.779999,165.190002,165.470001,163.856705,3302500
26-01-2018,166.119995,167.410004,165.789993,167.339996,165.708466,3787900
29-01-2018,167.449997,168.389999,166.009995,166.800003,165.173737,3517000
30-01-2018,166.210007,166.770004,163.160004,163.619995,162.024734,4902300
31-01-2018,163.75,164.990005,162.759995,163.699997,162.103958,4072800
01-02-2018,163.190002,164.130005,161.899994,162.399994,160.816635,4434200
02-02-2018,161.699997,162,158.869995,159.029999,157.479492,5251900
05-02-2018,157.889999,158.5,150,152.529999,151.042862,8746600
06-02-2018,150.289993,155.490005,149.110001,155.339996,153.82547,9867700
07-02-2018,154.169998,155.339996,153.279999,153.850006,152.350006,6149200
08-02-2018,152.479996,153.160004,147.5,147.589996,147.589996,6779100
09-02-2018,148.600006,150.539993,144.399994,149.509995,149.509995,7828300
12-02-2018,150.899994,152.399994,150.300003,151.399994,151.399994,5881400
13-02-2018,150.899994,151.179993,149.639999,150.75,150.75,4891000
14-02-2018,150.190002,155,150,154.759995,154.759995,5479000
15-02-2018,155.5,156.860001,153.699997,156.009995,156.009995,5623600
16-02-2018,155.710007,157.789993,155.690002,156.179993,156.179993,4282900
20-02-2018,155.789993,155.960007,153.869995,155.160004,155.160004,4489600
21-02-2018,155.429993,156.789993,153.899994,153.960007,153.960007,3728600
22-02-2018,154.5,155.039993,152.789993,153.179993,153.179993,4024600
23-02-2018,154.300003,155.850006,154.070007,155.520004,155.520004,3256100
26-02-2018,155.809998,158.880005,155.509995,158.580002,158.580002,3610300
27-02-2018,158.460007,159.779999,156.529999,156.550003,156.550003,4237300
28-02-2018,157.5,158.139999,155.800003,155.830002,155.830002,3803500
01-03-2018,155.529999,156.970001,152.789993,153.809998,153.809998,4039300
02-03-2018,152.789993,154.759995,151.880005,154.490005,154.490005,3261100
05-03-2018,154.119995,157.490005,153.75,156.949997,156.949997,3670600
06-03-2018,157.279999,157.889999,155.160004,155.720001,155.720001,3685700
07-03-2018,155,158.830002,154.729996,158.320007,158.320007,4607700
08-03-2018,159,159.570007,155.070007,156.210007,156.210007,6455600
09-03-2018,157.470001,159.580002,157.300003,159.309998,159.309998,5022200
12-03-2018,159.639999,161.020004,158.869995,160.259995,160.259995,5063500
13-03-2018,160.089996,162.110001,158.809998,159.320007,159.320007,4185600
